score,true_label,attack_family,cost_proxy,score_source,split
0.992506,1,ransomware,0.696670,toniot_sgd_logistic_calibration,test
0.000186,0,normal,0.216970,toniot_sgd_logistic_calibration,test
0.991619,1,ddos,0.710517,toniot_sgd_logistic_calibration,test
0.998597,1,ddos,0.814834,toniot_sgd_logistic_calibration,test
0.991171,1,ransomware,0.696002,toniot_sgd_logistic_calibration,test
0.579113,1,ransomware,0.489973,toniot_sgd_logistic_calibration,test
0.984705,1,scanning,0.692769,toniot_sgd_logistic_calibration,test
0.000304,0,normal,0.215116,toniot_sgd_logistic_calibration,test
0.007106,0,normal,0.218517,toniot_sgd_logistic_calibration,test
0.999987,1,scanning,0.708011,toniot_sgd_logistic_calibration,test
0.992725,1,ddos,0.709865,toniot_sgd_logistic_calibration,test
0.991822,1,ransomware,0.696327,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707556,toniot_sgd_logistic_calibration,test
0.006261,0,normal,0.218095,toniot_sgd_logistic_calibration,test
0.992678,1,xss,0.696756,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707556,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707554,toniot_sgd_logistic_calibration,test
0.911007,1,dos,0.663576,toniot_sgd_logistic_calibration,test
0.992682,1,scanning,0.696758,toniot_sgd_logistic_calibration,test
0.003036,0,normal,0.201935,toniot_sgd_logistic_calibration,test
0.000000,0,normal,0.350362,toniot_sgd_logistic_calibration,test
0.914204,1,ransomware,0.664245,toniot_sgd_logistic_calibration,test
0.983149,1,xss,0.918450,toniot_sgd_logistic_calibration,test
0.000351,0,normal,0.215139,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707557,toniot_sgd_logistic_calibration,test
0.968820,1,password,0.742256,toniot_sgd_logistic_calibration,test
0.717757,1,injection,0.584357,toniot_sgd_logistic_calibration,test
0.983696,1,scanning,0.692265,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707564,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707556,toniot_sgd_logistic_calibration,test
0.727179,1,password,0.720232,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.972795,1,injection,0.813994,toniot_sgd_logistic_calibration,test
0.854227,1,scanning,0.627530,toniot_sgd_logistic_calibration,test
0.007950,0,normal,0.218939,toniot_sgd_logistic_calibration,test
0.994607,1,ransomware,0.704446,toniot_sgd_logistic_calibration,test
0.969291,1,password,0.799458,toniot_sgd_logistic_calibration,test
0.000232,0,normal,0.217487,toniot_sgd_logistic_calibration,test
0.994716,1,ransomware,0.697775,toniot_sgd_logistic_calibration,test
0.000045,0,normal,0.223840,toniot_sgd_logistic_calibration,test
0.971769,1,injection,0.808986,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.763082,1,dos,0.593916,toniot_sgd_logistic_calibration,test
0.996013,1,ransomware,0.698423,toniot_sgd_logistic_calibration,test
0.956926,1,scanning,0.678879,toniot_sgd_logistic_calibration,test
0.999981,1,dos,0.715628,toniot_sgd_logistic_calibration,test
0.969538,1,password,0.742578,toniot_sgd_logistic_calibration,test
0.023928,0,normal,0.263584,toniot_sgd_logistic_calibration,test
0.971244,1,injection,0.755125,toniot_sgd_logistic_calibration,test
0.966986,1,injection,0.777357,toniot_sgd_logistic_calibration,test
0.991285,1,scanning,0.696059,toniot_sgd_logistic_calibration,test
0.023032,0,normal,0.263366,toniot_sgd_logistic_calibration,test
0.000196,1,dos,0.253613,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.974576,1,injection,0.756049,toniot_sgd_logistic_calibration,test
0.001365,0,normal,0.229753,toniot_sgd_logistic_calibration,test
0.000000,0,normal,0.213465,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.023609,0,normal,0.264041,toniot_sgd_logistic_calibration,test
0.000304,0,normal,0.215116,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707555,toniot_sgd_logistic_calibration,test
0.000000,0,normal,0.350362,toniot_sgd_logistic_calibration,test
0.024509,0,normal,0.264172,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707557,toniot_sgd_logistic_calibration,test
0.998880,1,ddos,0.707419,toniot_sgd_logistic_calibration,test
0.992199,1,scanning,0.696516,toniot_sgd_logistic_calibration,test
0.000271,0,normal,0.215099,toniot_sgd_logistic_calibration,test
0.991844,1,xss,0.724026,toniot_sgd_logistic_calibration,test
0.991864,1,xss,0.796254,toniot_sgd_logistic_calibration,test
0.024518,0,normal,0.263680,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.991117,1,scanning,0.695975,toniot_sgd_logistic_calibration,test
0.975671,1,injection,0.827996,toniot_sgd_logistic_calibration,test
0.992900,1,xss,0.696867,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.998660,1,ddos,0.707306,toniot_sgd_logistic_calibration,test
0.023586,0,normal,0.263276,toniot_sgd_logistic_calibration,test
0.124538,0,normal,0.277010,toniot_sgd_logistic_calibration,test
0.971422,1,password,0.747494,toniot_sgd_logistic_calibration,test
0.000285,0,normal,0.215107,toniot_sgd_logistic_calibration,test
0.998617,1,ddos,0.707285,toniot_sgd_logistic_calibration,test
0.999990,1,password,0.707556,toniot_sgd_logistic_calibration,test
0.990969,1,xss,0.731205,toniot_sgd_logistic_calibration,test
0.007825,0,normal,0.218877,toniot_sgd_logistic_calibration,test
0.997245,1,xss,0.864186,toniot_sgd_logistic_calibration,test
0.998603,1,ddos,0.707280,toniot_sgd_logistic_calibration,test
0.038836,0,normal,0.246795,toniot_sgd_logistic_calibration,test
0.992817,1,xss,0.696825,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707549,toniot_sgd_logistic_calibration,test
0.973263,1,injection,0.822677,toniot_sgd_logistic_calibration,test
0.970906,1,injection,0.826136,toniot_sgd_logistic_calibration,test
0.988494,1,scanning,0.694664,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707560,toniot_sgd_logistic_calibration,test
0.993364,1,xss,0.697099,toniot_sgd_logistic_calibration,test
0.966149,1,password,0.744869,toniot_sgd_logistic_calibration,test
0.976817,1,injection,0.834033,toniot_sgd_logistic_calibration,test
0.000299,0,normal,0.215114,toniot_sgd_logistic_calibration,test
0.997713,1,xss,0.840546,toniot_sgd_logistic_calibration,test
0.991529,1,scanning,0.696181,toniot_sgd_logistic_calibration,test
0.998756,1,ddos,0.707355,toniot_sgd_logistic_calibration,test
0.973125,1,injection,0.809669,toniot_sgd_logistic_calibration,test
0.991811,1,scanning,0.696322,toniot_sgd_logistic_calibration,test
0.002567,0,normal,0.201700,toniot_sgd_logistic_calibration,test
0.024825,0,normal,0.264550,toniot_sgd_logistic_calibration,test
0.024898,0,normal,0.264346,toniot_sgd_logistic_calibration,test
0.971232,1,password,0.770295,toniot_sgd_logistic_calibration,test
0.007841,0,normal,0.218884,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.993490,1,xss,0.697162,toniot_sgd_logistic_calibration,test
0.000201,0,normal,0.217737,toniot_sgd_logistic_calibration,test
0.999989,1,password,0.707587,toniot_sgd_logistic_calibration,test
0.990434,1,scanning,0.695634,toniot_sgd_logistic_calibration,test
0.992362,1,scanning,0.696598,toniot_sgd_logistic_calibration,test
0.000734,0,normal,0.200784,toniot_sgd_logistic_calibration,test
0.998592,1,ddos,0.707281,toniot_sgd_logistic_calibration,test
0.998672,1,ddos,0.707312,toniot_sgd_logistic_calibration,test
0.026654,0,normal,0.265591,toniot_sgd_logistic_calibration,test
0.000271,0,normal,0.215099,toniot_sgd_logistic_calibration,test
0.002444,0,normal,0.201639,toniot_sgd_logistic_calibration,test
0.999980,1,dos,0.715965,toniot_sgd_logistic_calibration,test
0.973567,1,injection,0.788247,toniot_sgd_logistic_calibration,test
0.974779,1,injection,0.795003,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.990777,1,ddos,0.733135,toniot_sgd_logistic_calibration,test
0.972404,1,password,0.750328,toniot_sgd_logistic_calibration,test
0.994899,1,ransomware,0.704592,toniot_sgd_logistic_calibration,test
0.998644,1,ddos,0.707298,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.002988,0,normal,0.201911,toniot_sgd_logistic_calibration,test
0.999991,1,password,0.707555,toniot_sgd_logistic_calibration,test
0.994565,1,ransomware,0.697699,toniot_sgd_logistic_calibration,test
0.002934,0,normal,0.214783,toniot_sgd_logistic_calibration,test
0.131182,1,dos,0.309105,toniot_sgd_logistic_calibration,test
0.000222,0,normal,0.217487,toniot_sgd_logistic_calibration,test
0.967032,1,password,0.745307,toniot_sgd_logistic_calibration,test
0.986746,1,scanning,0.693789,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.000221,0,normal,0.217102,toniot_sgd_logistic_calibration,test
0.999991,1,password,0.707555,toniot_sgd_logistic_calibration,test
0.999991,1,password,0.707555,toniot_sgd_logistic_calibration,test
1.000000,1,ddos,0.930238,toniot_sgd_logistic_calibration,test
0.006058,0,normal,0.217994,toniot_sgd_logistic_calibration,test
0.004157,0,normal,0.210990,toniot_sgd_logistic_calibration,test
0.998642,1,ddos,0.707297,toniot_sgd_logistic_calibration,test
0.000000,0,normal,0.219546,toniot_sgd_logistic_calibration,test
0.993536,1,scanning,0.697185,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707553,toniot_sgd_logistic_calibration,test
0.999989,1,scanning,0.707580,toniot_sgd_logistic_calibration,test
0.025319,0,normal,0.264267,toniot_sgd_logistic_calibration,test
0.992080,1,scanning,0.696457,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.995665,1,injection,0.751516,toniot_sgd_logistic_calibration,test
0.998647,1,ddos,0.707333,toniot_sgd_logistic_calibration,test
0.972794,1,password,0.800090,toniot_sgd_logistic_calibration,test
0.998612,1,ddos,0.707286,toniot_sgd_logistic_calibration,test
0.968186,1,injection,0.779046,toniot_sgd_logistic_calibration,test
0.990987,1,xss,0.721137,toniot_sgd_logistic_calibration,test
0.967564,1,injection,0.777108,toniot_sgd_logistic_calibration,test
0.002838,0,normal,0.201836,toniot_sgd_logistic_calibration,test
0.024341,0,normal,0.264365,toniot_sgd_logistic_calibration,test
0.999989,1,password,0.707704,toniot_sgd_logistic_calibration,test
0.003913,0,normal,0.215424,toniot_sgd_logistic_calibration,test
0.969589,1,password,0.798957,toniot_sgd_logistic_calibration,test
0.998707,1,ddos,0.707381,toniot_sgd_logistic_calibration,test
0.993236,1,xss,0.697035,toniot_sgd_logistic_calibration,test
0.853669,1,scanning,0.648383,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707555,toniot_sgd_logistic_calibration,test
0.955349,1,ddos,0.782207,toniot_sgd_logistic_calibration,test
0.999990,1,scanning,0.707574,toniot_sgd_logistic_calibration,test
0.998642,1,ddos,0.707297,toniot_sgd_logistic_calibration,test
0.000308,0,normal,0.215118,toniot_sgd_logistic_calibration,test
0.973996,1,injection,0.814659,toniot_sgd_logistic_calibration,test
0.991757,1,xss,0.703451,toniot_sgd_logistic_calibration,test
0.000221,0,normal,0.200527,toniot_sgd_logistic_calibration,test
0.975639,1,injection,0.813256,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.911198,1,dos,0.663617,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707556,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707549,toniot_sgd_logistic_calibration,test
0.989846,1,ransomware,0.695339,toniot_sgd_logistic_calibration,test
0.989220,1,scanning,0.695027,toniot_sgd_logistic_calibration,test
0.000519,0,normal,0.303440,toniot_sgd_logistic_calibration,test
0.973773,1,password,0.804978,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.987095,1,ransomware,0.700691,toniot_sgd_logistic_calibration,test
0.008352,0,normal,0.204593,toniot_sgd_logistic_calibration,test
0.994482,1,ransomware,0.704384,toniot_sgd_logistic_calibration,test
0.000003,0,normal,0.460002,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707555,toniot_sgd_logistic_calibration,test
0.994960,1,ransomware,0.704623,toniot_sgd_logistic_calibration,test
0.006513,0,normal,0.218221,toniot_sgd_logistic_calibration,test
0.998642,1,ddos,0.707297,toniot_sgd_logistic_calibration,test
0.999916,1,xss,0.915352,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.999989,1,scanning,0.710879,toniot_sgd_logistic_calibration,test
0.003088,0,normal,0.214867,toniot_sgd_logistic_calibration,test
0.994763,1,ransomware,0.697798,toniot_sgd_logistic_calibration,test
0.999989,1,scanning,0.708823,toniot_sgd_logistic_calibration,test
0.992544,1,ddos,0.710486,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707554,toniot_sgd_logistic_calibration,test
0.992287,1,xss,0.696560,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.992646,1,ddos,0.711224,toniot_sgd_logistic_calibration,test
0.994227,1,injection,0.791003,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.992386,1,injection,0.726806,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707552,toniot_sgd_logistic_calibration,test
0.003050,0,normal,0.214011,toniot_sgd_logistic_calibration,test
0.000315,0,normal,0.215122,toniot_sgd_logistic_calibration,test
0.998893,1,ddos,0.814982,toniot_sgd_logistic_calibration,test
0.993032,1,scanning,0.696933,toniot_sgd_logistic_calibration,test
0.988771,1,scanning,0.694802,toniot_sgd_logistic_calibration,test
0.992267,1,xss,0.713844,toniot_sgd_logistic_calibration,test
0.983895,1,xss,0.943503,toniot_sgd_logistic_calibration,test
0.987255,1,ransomware,0.700770,toniot_sgd_logistic_calibration,test
0.994768,1,ransomware,0.697800,toniot_sgd_logistic_calibration,test
0.023218,0,normal,0.263560,toniot_sgd_logistic_calibration,test
0.986951,1,ransomware,0.700618,toniot_sgd_logistic_calibration,test
0.995060,1,ransomware,0.697947,toniot_sgd_logistic_calibration,test
0.000677,0,normal,0.210955,toniot_sgd_logistic_calibration,test
0.998735,1,ddos,0.707378,toniot_sgd_logistic_calibration,test
0.969596,1,password,0.746666,toniot_sgd_logistic_calibration,test
0.992989,1,scanning,0.696911,toniot_sgd_logistic_calibration,test
0.980368,1,xss,0.927149,toniot_sgd_logistic_calibration,test
0.999990,1,scanning,0.707995,toniot_sgd_logistic_calibration,test
0.999989,1,password,0.707558,toniot_sgd_logistic_calibration,test
0.998684,1,ddos,0.829164,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.023056,0,normal,0.263885,toniot_sgd_logistic_calibration,test
0.973818,1,injection,0.833593,toniot_sgd_logistic_calibration,test
0.023792,0,normal,0.263689,toniot_sgd_logistic_calibration,test
0.974225,1,injection,0.780574,toniot_sgd_logistic_calibration,test
0.000277,0,normal,0.215102,toniot_sgd_logistic_calibration,test
0.001797,0,normal,0.223319,toniot_sgd_logistic_calibration,test
0.999981,1,dos,0.722669,toniot_sgd_logistic_calibration,test
0.970343,1,password,0.746980,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707556,toniot_sgd_logistic_calibration,test
0.991902,1,xss,0.696368,toniot_sgd_logistic_calibration,test
0.740894,1,xss,0.595926,toniot_sgd_logistic_calibration,test
0.995295,1,ransomware,0.698064,toniot_sgd_logistic_calibration,test
0.000370,0,normal,0.200602,toniot_sgd_logistic_calibration,test
0.999989,1,password,0.707557,toniot_sgd_logistic_calibration,test
0.993662,1,xss,0.910746,toniot_sgd_logistic_calibration,test
0.996896,1,ransomware,0.698865,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.991657,1,ddos,0.710061,toniot_sgd_logistic_calibration,test
0.001185,0,normal,0.229221,toniot_sgd_logistic_calibration,test
0.968885,1,password,0.803515,toniot_sgd_logistic_calibration,test
0.000309,0,normal,0.215119,toniot_sgd_logistic_calibration,test
0.023687,0,normal,0.263948,toniot_sgd_logistic_calibration,test
0.973423,1,injection,0.794984,toniot_sgd_logistic_calibration,test
0.972750,1,injection,0.796312,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707553,toniot_sgd_logistic_calibration,test
0.974734,1,injection,0.781100,toniot_sgd_logistic_calibration,test
0.945667,1,injection,0.683539,toniot_sgd_logistic_calibration,test
0.025037,0,normal,0.264226,toniot_sgd_logistic_calibration,test
0.992398,1,xss,0.705124,toniot_sgd_logistic_calibration,test
0.994576,1,ransomware,0.704431,toniot_sgd_logistic_calibration,test
0.973524,1,password,0.771423,toniot_sgd_logistic_calibration,test
0.971795,1,password,0.747698,toniot_sgd_logistic_calibration,test
0.994445,1,ransomware,0.704365,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.994537,1,ransomware,0.704412,toniot_sgd_logistic_calibration,test
0.992617,1,scanning,0.696725,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707549,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.906318,1,scanning,0.653576,toniot_sgd_logistic_calibration,test
0.991444,1,scanning,0.696139,toniot_sgd_logistic_calibration,test
0.993086,1,xss,0.696960,toniot_sgd_logistic_calibration,test
0.992022,1,xss,0.696428,toniot_sgd_logistic_calibration,test
0.023856,0,normal,0.263768,toniot_sgd_logistic_calibration,test
0.970033,1,password,0.749166,toniot_sgd_logistic_calibration,test
0.994873,1,ransomware,0.697853,toniot_sgd_logistic_calibration,test
0.991221,1,ransomware,0.696027,toniot_sgd_logistic_calibration,test
0.002457,0,normal,0.201645,toniot_sgd_logistic_calibration,test
0.006858,0,normal,0.218393,toniot_sgd_logistic_calibration,test
0.998585,1,ddos,0.814828,toniot_sgd_logistic_calibration,test
0.002373,0,normal,0.213659,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707549,toniot_sgd_logistic_calibration,test
0.971918,1,password,0.777083,toniot_sgd_logistic_calibration,test
0.999289,1,xss,0.929410,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707556,toniot_sgd_logistic_calibration,test
0.975649,1,injection,0.838726,toniot_sgd_logistic_calibration,test
0.992169,1,ransomware,0.696501,toniot_sgd_logistic_calibration,test
0.992014,1,ddos,0.710715,toniot_sgd_logistic_calibration,test
0.998809,1,scanning,0.711717,toniot_sgd_logistic_calibration,test
0.000706,0,normal,0.244832,toniot_sgd_logistic_calibration,test
0.980028,1,scanning,0.690431,toniot_sgd_logistic_calibration,test
0.974908,1,ransomware,0.694597,toniot_sgd_logistic_calibration,test
0.010119,0,normal,0.218639,toniot_sgd_logistic_calibration,test
0.911006,1,dos,0.663479,toniot_sgd_logistic_calibration,test
0.006116,0,normal,0.218022,toniot_sgd_logistic_calibration,test
0.991793,1,ddos,0.710144,toniot_sgd_logistic_calibration,test
0.988196,1,scanning,0.694515,toniot_sgd_logistic_calibration,test
0.970741,1,injection,0.793711,toniot_sgd_logistic_calibration,test
0.998644,1,ddos,0.814441,toniot_sgd_logistic_calibration,test
0.973194,1,injection,0.788594,toniot_sgd_logistic_calibration,test
0.998891,1,ddos,0.707424,toniot_sgd_logistic_calibration,test
0.977715,1,injection,0.812054,toniot_sgd_logistic_calibration,test
0.023253,0,normal,0.263021,toniot_sgd_logistic_calibration,test
0.965664,1,password,0.744618,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.994618,1,ransomware,0.704452,toniot_sgd_logistic_calibration,test
0.992076,1,xss,0.733188,toniot_sgd_logistic_calibration,test
0.990834,1,scanning,0.695834,toniot_sgd_logistic_calibration,test
0.973855,1,injection,0.780368,toniot_sgd_logistic_calibration,test
0.974765,1,injection,0.781133,toniot_sgd_logistic_calibration,test
0.999982,1,dos,0.707967,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707550,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707553,toniot_sgd_logistic_calibration,test
0.007284,0,normal,0.218606,toniot_sgd_logistic_calibration,test
0.000321,0,normal,0.215125,toniot_sgd_logistic_calibration,test
0.998484,1,ddos,0.814778,toniot_sgd_logistic_calibration,test
0.993512,1,xss,0.697173,toniot_sgd_logistic_calibration,test
0.995683,1,injection,0.785010,toniot_sgd_logistic_calibration,test
0.974963,1,injection,0.811436,toniot_sgd_logistic_calibration,test
0.023943,0,normal,0.263461,toniot_sgd_logistic_calibration,test
0.985126,1,scanning,0.692980,toniot_sgd_logistic_calibration,test
0.999990,1,backdoor,0.707557,toniot_sgd_logistic_calibration,test
0.745986,1,password,0.596438,toniot_sgd_logistic_calibration,test
0.971991,1,injection,0.840687,toniot_sgd_logistic_calibration,test
0.977489,1,injection,0.829630,toniot_sgd_logistic_calibration,test
0.995071,1,injection,0.839731,toniot_sgd_logistic_calibration,test
0.999989,1,password,0.707563,toniot_sgd_logistic_calibration,test
0.999984,1,dos,0.707551,toniot_sgd_logistic_calibration,test
0.000000,0,normal,0.211291,toniot_sgd_logistic_calibration,test
0.972670,1,injection,0.815009,toniot_sgd_logistic_calibration,test
0.991924,1,ddos,0.710176,toniot_sgd_logistic_calibration,test
0.999990,1,password,0.707556,toniot_sgd_logistic_calibration,test
0.994622,1,ransomware,0.697728,toniot_sgd_logistic_calibration,test
0.972464,1,password,0.748139,toniot_sgd_logistic_calibration,test
0.992795,1,scanning,0.696814,toniot_sgd_logistic_calibration,test
0.992061,1,xss,0.696447,toniot_sgd_logistic_calibration,test
0.004364,0,normal,0.210699,toniot_sgd_logistic_calibration,test
0.007153,0,normal,0.218541,toniot_sgd_logistic_calibration,test
0.971338,1,password,0.757471,toniot_sgd_logistic_calibration,test
0.999978,1,backdoor,0.707549,toniot_sgd_logistic_calibration,test
0.954160,1,scanning,0.677497,toniot_sgd_logistic_calibration,test
0.972922,1,password,0.748340,toniot_sgd_logistic_calibration,test
0.002805,0,normal,0.213877,toniot_sgd_logistic_calibration,test
0.992808,1,ddos,0.711136,toniot_sgd_logistic_calibration,test
0.000232,0,normal,0.218736,toniot_sgd_logistic_calibration,test
0.991706,1,xss,0.696270,toniot_sgd_logistic_calibration,test
