score,true_label,attack_family,cost_proxy,score_source,split
0.640534,0,Normal,0.526716,unsw_nb15_sgd_logistic_calibration,test
0.990447,0,Normal,0.805317,unsw_nb15_sgd_logistic_calibration,test
0.892862,0,Normal,0.667129,unsw_nb15_sgd_logistic_calibration,test
0.000005,0,Normal,0.200002,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.200002,unsw_nb15_sgd_logistic_calibration,test
0.652376,0,Normal,0.540023,unsw_nb15_sgd_logistic_calibration,test
0.922532,0,Normal,0.690547,unsw_nb15_sgd_logistic_calibration,test
0.783201,0,Normal,0.626832,unsw_nb15_sgd_logistic_calibration,test
0.858753,0,Normal,0.665952,unsw_nb15_sgd_logistic_calibration,test
0.873727,0,Normal,0.662203,unsw_nb15_sgd_logistic_calibration,test
0.992445,0,Normal,0.719304,unsw_nb15_sgd_logistic_calibration,test
0.033288,0,Normal,0.367640,unsw_nb15_sgd_logistic_calibration,test
0.033288,0,Normal,0.367640,unsw_nb15_sgd_logistic_calibration,test
0.998714,0,Normal,0.716462,unsw_nb15_sgd_logistic_calibration,test
0.999919,0,Normal,0.757368,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.350118,unsw_nb15_sgd_logistic_calibration,test
0.637441,0,Normal,0.670834,unsw_nb15_sgd_logistic_calibration,test
0.000923,0,Normal,0.219058,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208639,unsw_nb15_sgd_logistic_calibration,test
0.000924,0,Normal,0.218704,unsw_nb15_sgd_logistic_calibration,test
0.000920,0,Normal,0.216655,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.350402,unsw_nb15_sgd_logistic_calibration,test
0.000928,0,Normal,0.217141,unsw_nb15_sgd_logistic_calibration,test
0.000918,0,Normal,0.217385,unsw_nb15_sgd_logistic_calibration,test
0.000925,0,Normal,0.218328,unsw_nb15_sgd_logistic_calibration,test
0.002200,0,Normal,0.217895,unsw_nb15_sgd_logistic_calibration,test
0.002185,0,Normal,0.220729,unsw_nb15_sgd_logistic_calibration,test
0.002151,0,Normal,0.218266,unsw_nb15_sgd_logistic_calibration,test
0.002149,0,Normal,0.218590,unsw_nb15_sgd_logistic_calibration,test
0.002169,0,Normal,0.219708,unsw_nb15_sgd_logistic_calibration,test
0.002080,0,Normal,0.225953,unsw_nb15_sgd_logistic_calibration,test
0.002188,0,Normal,0.220022,unsw_nb15_sgd_logistic_calibration,test
0.002152,0,Normal,0.218082,unsw_nb15_sgd_logistic_calibration,test
0.000734,0,Normal,0.220290,unsw_nb15_sgd_logistic_calibration,test
0.000731,0,Normal,0.217467,unsw_nb15_sgd_logistic_calibration,test
0.000730,0,Normal,0.217910,unsw_nb15_sgd_logistic_calibration,test
0.000747,0,Normal,0.217228,unsw_nb15_sgd_logistic_calibration,test
0.999752,0,Normal,0.800341,unsw_nb15_sgd_logistic_calibration,test
0.000738,0,Normal,0.218365,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208534,unsw_nb15_sgd_logistic_calibration,test
0.000320,0,Normal,0.212881,unsw_nb15_sgd_logistic_calibration,test
0.000392,0,Normal,0.215640,unsw_nb15_sgd_logistic_calibration,test
0.000387,0,Normal,0.216810,unsw_nb15_sgd_logistic_calibration,test
0.935127,0,Normal,0.829746,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.219693,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.215958,unsw_nb15_sgd_logistic_calibration,test
0.996615,0,Normal,0.867112,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.218940,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.216820,unsw_nb15_sgd_logistic_calibration,test
0.005058,0,Normal,0.371334,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.217648,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.397789,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.219026,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.217070,unsw_nb15_sgd_logistic_calibration,test
0.002772,0,Normal,0.363569,unsw_nb15_sgd_logistic_calibration,test
0.000009,0,Normal,0.218144,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.218719,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.370704,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.217321,unsw_nb15_sgd_logistic_calibration,test
0.999800,0,Normal,0.868705,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.219450,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.216592,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208662,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.220328,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.233696,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.219295,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.221163,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208651,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.217048,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.221067,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208536,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.218791,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.382261,unsw_nb15_sgd_logistic_calibration,test
0.000011,0,Normal,0.210198,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.217293,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.357565,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.218348,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.219832,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.221065,unsw_nb15_sgd_logistic_calibration,test
0.999975,0,Normal,0.758029,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.219502,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.217567,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.217172,unsw_nb15_sgd_logistic_calibration,test
0.999998,0,Normal,0.868804,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.219152,unsw_nb15_sgd_logistic_calibration,test
0.000009,0,Normal,0.216003,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.350118,unsw_nb15_sgd_logistic_calibration,test
0.000826,0,Normal,0.207430,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.216696,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208612,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.217124,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208484,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.215500,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.217587,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.213718,unsw_nb15_sgd_logistic_calibration,test
0.780021,0,Normal,0.606541,unsw_nb15_sgd_logistic_calibration,test
0.765472,0,Normal,0.603346,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208534,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.220370,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.218508,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.218827,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.414011,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.218628,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.414009,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.221263,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.221043,unsw_nb15_sgd_logistic_calibration,test
0.000010,0,Normal,0.416376,unsw_nb15_sgd_logistic_calibration,test
0.997813,0,Normal,0.715772,unsw_nb15_sgd_logistic_calibration,test
0.999787,0,Normal,0.868698,unsw_nb15_sgd_logistic_calibration,test
0.000006,0,Normal,0.219345,unsw_nb15_sgd_logistic_calibration,test
0.000006,0,Normal,0.220858,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.414010,unsw_nb15_sgd_logistic_calibration,test
0.000006,0,Normal,0.217758,unsw_nb15_sgd_logistic_calibration,test
0.718084,0,Normal,0.596948,unsw_nb15_sgd_logistic_calibration,test
0.999480,0,Normal,0.868545,unsw_nb15_sgd_logistic_calibration,test
0.000008,0,Normal,0.221043,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.368807,unsw_nb15_sgd_logistic_calibration,test
0.000006,0,Normal,0.219210,unsw_nb15_sgd_logistic_calibration,test
0.000006,0,Normal,0.215890,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208638,unsw_nb15_sgd_logistic_calibration,test
0.000006,0,Normal,0.215364,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.254743,unsw_nb15_sgd_logistic_calibration,test
0.000005,0,Normal,0.219475,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208648,unsw_nb15_sgd_logistic_calibration,test
0.356281,0,Normal,0.395611,unsw_nb15_sgd_logistic_calibration,test
0.000005,0,Normal,0.216685,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.205362,unsw_nb15_sgd_logistic_calibration,test
0.000005,0,Normal,0.220125,unsw_nb15_sgd_logistic_calibration,test
0.000005,0,Normal,0.218008,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208385,unsw_nb15_sgd_logistic_calibration,test
0.000005,0,Normal,0.220451,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.216508,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.217746,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.217476,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.337587,unsw_nb15_sgd_logistic_calibration,test
0.000003,0,Normal,0.351714,unsw_nb15_sgd_logistic_calibration,test
0.000004,0,Normal,0.219977,unsw_nb15_sgd_logistic_calibration,test
0.001146,0,Normal,0.201315,unsw_nb15_sgd_logistic_calibration,test
0.006731,0,Normal,0.204078,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202616,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.217082,unsw_nb15_sgd_logistic_calibration,test
0.004109,0,Normal,0.202875,unsw_nb15_sgd_logistic_calibration,test
0.001906,0,Normal,0.201703,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.203878,unsw_nb15_sgd_logistic_calibration,test
0.005192,0,Normal,0.203399,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.368421,unsw_nb15_sgd_logistic_calibration,test
0.005854,0,Normal,0.203714,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.368805,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.362700,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202600,unsw_nb15_sgd_logistic_calibration,test
0.007888,0,Normal,0.204709,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.397787,unsw_nb15_sgd_logistic_calibration,test
0.006929,0,Normal,0.204216,unsw_nb15_sgd_logistic_calibration,test
0.001243,0,Normal,0.414247,unsw_nb15_sgd_logistic_calibration,test
0.008832,0,Normal,0.205125,unsw_nb15_sgd_logistic_calibration,test
0.005867,0,Normal,0.203633,unsw_nb15_sgd_logistic_calibration,test
0.007104,0,Normal,0.204345,unsw_nb15_sgd_logistic_calibration,test
0.000311,0,Normal,0.200997,unsw_nb15_sgd_logistic_calibration,test
0.007104,0,Normal,0.204345,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208611,unsw_nb15_sgd_logistic_calibration,test
0.001526,0,Normal,0.201496,unsw_nb15_sgd_logistic_calibration,test
0.005024,0,Normal,0.203234,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.205344,unsw_nb15_sgd_logistic_calibration,test
0.008519,0,Normal,0.204999,unsw_nb15_sgd_logistic_calibration,test
0.003861,0,Normal,0.202680,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.234404,unsw_nb15_sgd_logistic_calibration,test
0.005976,0,Normal,0.203692,unsw_nb15_sgd_logistic_calibration,test
0.000733,0,Normal,0.201087,unsw_nb15_sgd_logistic_calibration,test
0.004788,0,Normal,0.203192,unsw_nb15_sgd_logistic_calibration,test
0.005947,0,Normal,0.203664,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208541,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.003940,0,Normal,0.202738,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.305681,unsw_nb15_sgd_logistic_calibration,test
0.006475,0,Normal,0.204029,unsw_nb15_sgd_logistic_calibration,test
0.006997,0,Normal,0.204245,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202625,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.343615,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202623,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.254830,unsw_nb15_sgd_logistic_calibration,test
0.009937,0,Normal,0.205788,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.416372,unsw_nb15_sgd_logistic_calibration,test
0.003599,0,Normal,0.202541,unsw_nb15_sgd_logistic_calibration,test
0.001817,0,Normal,0.201727,unsw_nb15_sgd_logistic_calibration,test
0.000863,0,Normal,0.414057,unsw_nb15_sgd_logistic_calibration,test
0.016349,0,Normal,0.208998,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.357565,unsw_nb15_sgd_logistic_calibration,test
0.014688,0,Normal,0.208060,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202611,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.370704,unsw_nb15_sgd_logistic_calibration,test
0.006001,0,Normal,0.203735,unsw_nb15_sgd_logistic_calibration,test
0.005508,0,Normal,0.203552,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208728,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202562,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208594,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208600,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202474,unsw_nb15_sgd_logistic_calibration,test
0.004250,0,Normal,0.202842,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.351977,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202528,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.344232,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202521,unsw_nb15_sgd_logistic_calibration,test
0.005202,0,Normal,0.203333,unsw_nb15_sgd_logistic_calibration,test
0.000001,0,Normal,0.274037,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202585,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.369228,unsw_nb15_sgd_logistic_calibration,test
0.003935,0,Normal,0.202765,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.385959,unsw_nb15_sgd_logistic_calibration,test
0.005222,0,Normal,0.203342,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202628,unsw_nb15_sgd_logistic_calibration,test
0.003791,0,Normal,0.202684,unsw_nb15_sgd_logistic_calibration,test
0.000001,0,Normal,0.352065,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202611,unsw_nb15_sgd_logistic_calibration,test
0.004737,0,Normal,0.203148,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.413626,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202602,unsw_nb15_sgd_logistic_calibration,test
0.938953,0,Normal,0.837898,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.357565,unsw_nb15_sgd_logistic_calibration,test
0.009838,0,Normal,0.205704,unsw_nb15_sgd_logistic_calibration,test
0.006102,0,Normal,0.203792,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.413626,unsw_nb15_sgd_logistic_calibration,test
0.003460,0,Normal,0.202459,unsw_nb15_sgd_logistic_calibration,test
0.012200,0,Normal,0.206877,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208730,unsw_nb15_sgd_logistic_calibration,test
0.004319,0,Normal,0.202971,unsw_nb15_sgd_logistic_calibration,test
0.000389,0,Normal,0.200946,unsw_nb15_sgd_logistic_calibration,test
0.005263,0,Normal,0.203367,unsw_nb15_sgd_logistic_calibration,test
0.000251,0,Normal,0.200992,unsw_nb15_sgd_logistic_calibration,test
0.006949,0,Normal,0.204189,unsw_nb15_sgd_logistic_calibration,test
0.006484,0,Normal,0.203982,unsw_nb15_sgd_logistic_calibration,test
0.000307,0,Normal,0.200894,unsw_nb15_sgd_logistic_calibration,test
0.004207,0,Normal,0.202839,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.205492,unsw_nb15_sgd_logistic_calibration,test
0.007629,0,Normal,0.204540,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.368421,unsw_nb15_sgd_logistic_calibration,test
0.003433,0,Normal,0.202459,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.304964,unsw_nb15_sgd_logistic_calibration,test
0.007384,0,Normal,0.204423,unsw_nb15_sgd_logistic_calibration,test
0.018040,0,Normal,0.209746,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.327578,unsw_nb15_sgd_logistic_calibration,test
0.007048,0,Normal,0.204272,unsw_nb15_sgd_logistic_calibration,test
0.006568,0,Normal,0.204093,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208548,unsw_nb15_sgd_logistic_calibration,test
0.016208,0,Normal,0.208915,unsw_nb15_sgd_logistic_calibration,test
0.006137,0,Normal,0.203800,unsw_nb15_sgd_logistic_calibration,test
0.004650,0,Normal,0.203024,unsw_nb15_sgd_logistic_calibration,test
0.000554,0,Normal,0.201163,unsw_nb15_sgd_logistic_calibration,test
0.008653,0,Normal,0.205065,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208591,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202600,unsw_nb15_sgd_logistic_calibration,test
0.008653,0,Normal,0.205065,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.355034,unsw_nb15_sgd_logistic_calibration,test
0.005497,0,Normal,0.203564,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.363376,unsw_nb15_sgd_logistic_calibration,test
0.007856,0,Normal,0.204649,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.416377,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202588,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.362183,unsw_nb15_sgd_logistic_calibration,test
0.002733,0,Normal,0.202156,unsw_nb15_sgd_logistic_calibration,test
0.004092,0,Normal,0.202781,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208732,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202634,unsw_nb15_sgd_logistic_calibration,test
0.005758,0,Normal,0.203687,unsw_nb15_sgd_logistic_calibration,test
0.000444,0,Normal,0.200979,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.004143,0,Normal,0.202817,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.320398,unsw_nb15_sgd_logistic_calibration,test
0.006097,0,Normal,0.203832,unsw_nb15_sgd_logistic_calibration,test
0.004705,0,Normal,0.203149,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.416755,unsw_nb15_sgd_logistic_calibration,test
0.013680,0,Normal,0.207576,unsw_nb15_sgd_logistic_calibration,test
0.000019,0,Normal,0.413635,unsw_nb15_sgd_logistic_calibration,test
0.001410,0,Normal,0.201433,unsw_nb15_sgd_logistic_calibration,test
0.001763,0,Normal,0.201619,unsw_nb15_sgd_logistic_calibration,test
0.000001,0,Normal,0.317778,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202526,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.254880,unsw_nb15_sgd_logistic_calibration,test
0.001667,0,Normal,0.201578,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.202623,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208727,unsw_nb15_sgd_logistic_calibration,test
0.002559,0,Normal,0.202092,unsw_nb15_sgd_logistic_calibration,test
0.001743,0,Normal,0.201603,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208580,unsw_nb15_sgd_logistic_calibration,test
0.001743,0,Normal,0.201603,unsw_nb15_sgd_logistic_calibration,test
0.000723,0,Normal,0.201173,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.205358,unsw_nb15_sgd_logistic_calibration,test
0.001726,0,Normal,0.201674,unsw_nb15_sgd_logistic_calibration,test
0.000738,0,Normal,0.201206,unsw_nb15_sgd_logistic_calibration,test
0.002378,0,Normal,0.202012,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.223753,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.293000,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.205267,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.208400,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.004546,0,Normal,0.371078,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.354516,unsw_nb15_sgd_logistic_calibration,test
0.000003,0,Normal,0.416373,unsw_nb15_sgd_logistic_calibration,test
0.000000,0,Normal,0.203926,unsw_nb15_sgd_logistic_calibration,test
